Sample;Distance in [km];Carrier;Country pair;Lead time;Equipment;Volume yearly [m3];Customer;Domestic;Origin region;Destination region;Holiday;Driver stress level;Loading meter;Driver exp in years;Inflation rate;Pick up time;Carrier Hub Loc;Price
2427;931,422;Carrier5;GB-DE;31,0474;Mega;6160;Customer4;no;Origin_east;Dest_west;1;37;12;17;4;14pm;NL;1009,778197
2428;139,502;Carrier6;DE-DE;4,650066667;Mega;3280;Customer5;yes;Origin_west;Dest_west;1;24;6;9;0;14pm;TR;580,2684224
2429;1127,911;Carrier7;GB-DE;37,59703333;Standard;4400;Customer1;no;Origin_east;Dest_north;1;23;7;14;1;14pm;GB;1171,100689
2430;942,584;Carrier1;FR-DE;31,41946667;Standard;2080;Customer1;no;Origin_east;Dest_south;1;20;1;28;4;14pm;DE;1032,087295
2431;1338,961;Carrier2;FR-DE;44,63203333;Standard;3600;Customer1;no;Origin_south;Dest_south;1;29;10;8;4;16pm;FR;1272,40303
2432;1210,009;Carrier3;GB-DE;40,33363333;Standard;5440;Customer1;no;Origin_east;Dest_north;0;22;4;14;1;16pm;PL;1207,308088
2433;1288,63;Carrier4;DE-GB;42,95433333;Standard;4240;Customer1;no;Origin_south;Dest_west;0;35;4;14;2;15pm;HU;1265,829399
2434;726,439;Carrier5;DE-DE;24,21463333;Standard;7840;Customer1;yes;Origin_south;Dest_north;0;27;7;35;-1;14pm;NL;966,4285029
2435;49,676;Carrier6;CZ-DE;1,655866667;Mega;2400;Customer5;no;Origin_west;Dest_east;0;30;10;6;3;16pm;TR;509,928962
2436;204,41;Carrier7;DE-DE;6,813666667;Standard;1440;Customer1;yes;Origin_south;Dest_east;0;30;2;12;4;15pm;GB;634,2505429
2437;219,228;Carrier1;DE-DE;7,3076;Mega;3280;Customer5;yes;Origin_west;Dest_south;1;37;2;28;3;16pm;DE;603,6103469
2438;3246,332;Carrier2;TR-DE;108,2110667;Standard;2000;Customer1;no;Origin_north;Dest_west;1;27;2;14;2;16pm;FR;2333,06566
2439;788,704;Carrier3;DE-HU;26,29013333;Standard;4560;Customer1;no;Origin_north;Dest_south;1;16;10;12;2;16pm;PL;948,4321588
2440;889,944;Carrier4;NL-DE;29,6648;Standard;1840;Customer1;no;Origin_east;Dest_south;0;31;5;13;2;16pm;HU;1013,722696
2441;1056,084;Carrier5;DE-FR;35,2028;Standard;4800;Customer1;no;Origin_north;Dest_west;1;10;13;18;2;15pm;NL;1146,223428
2442;1010,955;Carrier6;DE-HU;33,6985;Standard;7120;Customer1;no;Origin_south;Dest_north;1;16;10;33;1;16pm;TR;1105,66194
2443;840,214;Carrier7;DE-HU;28,00713333;Standard;5360;Customer1;no;Origin_south;Dest_north;0;14;11;13;-1;15pm;GB;1000,836824
2444;1132,22;Carrier1;DE-GB;37,74066667;Standard;4000;Customer1;no;Origin_north;Dest_west;0;20;3;15;3;14pm;DE;1161,98371
2445;1355,461;Carrier2;DE-GB;45,18203333;Standard;5920;Customer1;no;Origin_east;Dest_north;0;11;8;39;4;16pm;FR;1306,57866
2446;820,977;Carrier3;DE-PL;27,3659;Standard;4560;Customer1;no;Origin_south;Dest_west;1;21;3;3;-1;16pm;PL;975,5888474
2447;322,394;Carrier4;DE-DE;10,74646667;Mega;4400;Customer4;yes;Origin_east;Dest_west;0;32;2;30;0;14pm;HU;655,6614867
2448;529,256;Carrier5;DE-DE;17,64186667;Standard;2080;Customer1;yes;Origin_east;Dest_west;0;31;5;27;3;14pm;NL;814,6356604
2449;525,345;Carrier6;DE-DE;17,5115;Standard;7680;Customer1;yes;Origin_north;Dest_east;1;24;3;28;-1;14pm;TR;855,3673942
2450;259,066;Carrier7;DE-FR;8,635533333;Standard;1920;Customer1;no;Origin_north;Dest_north;1;33;13;37;3;15pm;GB;681,8631658
2451;927,98;Carrier1;PL-DE;30,93266667;Standard;7440;Customer1;no;Origin_west;Dest_north;1;14;2;19;0;15pm;DE;1043,056373
2452;278,035;Carrier2;FR-DE;9,267833333;Standard;2160;Customer1;no;Origin_south;Dest_east;0;37;10;32;4;15pm;FR;659,0430606
2453;3607,515;Carrier3;TR-DE;120,2505;Standard;7520;Customer1;no;Origin_east;Dest_south;1;17;3;5;0;16pm;PL;2580,899588
2454;1081,158;Carrier4;DE-HU;36,0386;Standard;7760;Customer1;no;Origin_west;Dest_north;0;28;13;22;1;16pm;HU;1141,165372
2455;484,73;Carrier5;CZ-DE;16,15766667;Mega;4720;Customer5;no;Origin_east;Dest_west;1;23;12;22;2;15pm;NL;768,9330028
2456;1186,405;Carrier6;DE-GB;39,54683333;Standard;960;Customer1;no;Origin_west;Dest_east;1;27;1;4;3;16pm;TR;1193,913804
2457;345,151;Carrier7;DE-DE;11,50503333;Standard;2160;Customer1;yes;Origin_east;Dest_east;0;18;1;38;2;16pm;GB;719,2647097
2458;207,966;Carrier1;DE-DE;6,9322;Standard;6160;Customer1;yes;Origin_south;Dest_east;0;18;10;19;0;14pm;DE;642,3580724
2459;581,702;Carrier2;FR-DE;19,39006667;Standard;6240;Customer1;no;Origin_west;Dest_east;0;20;9;39;1;16pm;FR;859,8233879
2460;559,99;Carrier3;CZ-DE;18,66633333;Mega;4640;Customer4;no;Origin_east;Dest_east;1;25;13;24;-1;14pm;PL;774,8343783
2461;468,731;Carrier4;DE-DE;15,62436667;Standard;4400;Customer1;yes;Origin_west;Dest_south;1;16;10;2;-1;16pm;HU;791,7383306
2462;886,569;Carrier5;DE-HU;29,5523;Mega;8000;Customer2;no;Origin_west;Dest_east;0;37;7;30;4;16pm;NL;1066,307563
2463;787,061;Carrier6;NL-DE;26,23536667;Standard;6880;Customer1;no;Origin_north;Dest_west;1;17;10;27;-1;14pm;TR;998,7135307
2464;1764,655;Carrier7;DE-GB;58,82183333;Standard;5600;Customer1;no;Origin_west;Dest_north;0;26;6;2;1;15pm;GB;1559,157522
2465;365,656;Carrier1;DE-DE;12,18853333;Standard;6720;Customer1;yes;Origin_north;Dest_north;1;30;6;34;0;14pm;DE;735,9100143
2466;492,063;Carrier2;DE-DE;16,4021;Mega;1040;Customer4;yes;Origin_south;Dest_south;1;38;14;22;4;15pm;FR;720,2451238
2467;886,35;Carrier3;NL-DE;29,545;Standard;3680;Customer1;no;Origin_west;Dest_south;0;29;0;38;-1;14pm;PL;1019,929236
2468;294,49;Carrier4;DE-DE;9,816333333;Standard;480;Customer1;yes;Origin_north;Dest_south;1;16;5;8;3;15pm;HU;665,6604242
2469;662,437;Carrier5;DE-CZ;22,08123333;Standard;2000;Customer3;no;Origin_north;Dest_north;1;11;9;8;1;14pm;NL;936,0560892
2470;3261,84;Carrier6;TR-DE;108,728;Standard;560;Customer1;no;Origin_north;Dest_south;0;31;14;36;-1;14pm;TR;2349,609441
2471;537,439;Carrier7;DE-PL;17,91463333;Mega;1760;Customer2;no;Origin_north;Dest_south;0;25;14;11;2;16pm;GB;842,4163412
2472;820,977;Carrier1;PL-DE;27,3659;Standard;7280;Customer1;no;Origin_north;Dest_east;1;22;3;10;3;14pm;DE;981,082122
2473;306,972;Carrier2;DE-PL;10,2324;Mega;5600;Customer5;no;Origin_north;Dest_west;1;23;2;19;-1;16pm;FR;660,6541596
2474;1353,73;Carrier3;DE-GB;45,12433333;Standard;3840;Customer1;no;Origin_west;Dest_east;0;17;5;29;-1;15pm;PL;1295,676348
2475;1318,70973;Carrier4;PL-DE;43,956991;Standard;3040;Customer1;no;Origin_west;Dest_south;0;13;0;8;2;14pm;HU;1248,230148
2476;835,622;Carrier5;NL-DE;27,85406667;Standard;4880;Customer1;no;Origin_west;Dest_west;0;15;0;28;3;15pm;NL;1008,143841
2477;772,341;Carrier6;GB-DE;25,7447;Mega;2720;Customer4;no;Origin_north;Dest_north;1;11;12;11;1;16pm;TR;900,0304903
2478;3424,36081;Carrier7;TR-DE;114,1453603;Standard;4160;Customer1;no;Origin_north;Dest_west;0;37;7;5;1;16pm;GB;2471,205142
2479;490,181;Carrier1;DE-DE;16,33936667;Standard;6640;Customer1;yes;Origin_north;Dest_south;1;26;0;36;1;15pm;DE;806,1653716
2480;3262,828;Carrier2;TR-DE;108,7609333;Standard;8000;Customer1;no;Origin_south;Dest_east;0;20;14;12;0;16pm;FR;2383,76227
2481;3189,17131;Carrier3;TR-DE;106,3057103;Standard;2000;Customer1;no;Origin_south;Dest_east;0;26;6;22;4;15pm;PL;2304,959639
2482;1132,578;Carrier4;DE-FR;37,7526;Standard;5840;Customer1;no;Origin_east;Dest_east;0;33;8;2;0;14pm;HU;1192,472796
2483;518,586;Carrier5;PL-DE;17,2862;Standard;1360;Customer1;no;Origin_east;Dest_south;1;40;8;5;3;15pm;NL;785,9636141
2484;465,093;Carrier6;FR-DE;15,5031;Standard;1360;Customer1;no;Origin_west;Dest_south;0;24;8;24;2;15pm;TR;777,5696877
2485;188,836;Carrier7;DE-DE;6,294533333;Standard;5360;Customer1;yes;Origin_north;Dest_south;0;28;1;24;2;14pm;GB;652,3689199
2486;488,507;Carrier1;FR-DE;16,28356667;Standard;6960;Customer1;no;Origin_north;Dest_west;1;20;4;15;-1;16pm;DE;807,4219977
2487;2833,643;Carrier2;TR-DE;94,45476667;Standard;5680;Customer1;no;Origin_north;Dest_east;1;26;8;15;-1;15pm;FR;2123,657932
2488;1157,982;Carrier3;DE-FR;38,5994;Standard;2960;Customer1;no;Origin_north;Dest_west;0;23;1;29;1;16pm;PL;1182,690496
2489;610,611;Carrier4;FR-DE;20,3537;Standard;7200;Customer1;no;Origin_east;Dest_south;1;30;3;12;3;16pm;HU;891,7123198
2490;1805,23564;Carrier5;DE-GB;60,17452133;Standard;8000;Customer1;no;Origin_west;Dest_east;1;24;4;40;3;16pm;NL;1589,931446
2491;749,546;Carrier6;FR-DE;24,98486667;Standard;4400;Customer1;no;Origin_west;Dest_north;0;29;8;35;2;14pm;TR;960,2717271
2492;97,239;Carrier7;CZ-DE;3,2413;Mega;1840;Customer2;no;Origin_south;Dest_north;1;14;12;33;4;15pm;GB;592,5557359
2493;1542,792;Carrier1;GB-DE;51,4264;Standard;4880;Customer1;no;Origin_south;Dest_east;1;24;12;39;4;16pm;DE;1383,930468
2494;125,617;Carrier2;DE-DE;4,187233333;Standard;4800;Customer1;yes;Origin_south;Dest_south;0;10;7;22;3;15pm;FR;590,5370715
2495;1267,355;Carrier3;PL-DE;42,24516667;Standard;880;Customer1;no;Origin_east;Dest_east;0;22;0;39;-1;16pm;PL;1199,752539
2496;335,47;Carrier4;FR-DE;11,18233333;Standard;7520;Customer1;no;Origin_south;Dest_south;1;33;13;18;3;16pm;HU;737,4451268
2497;1186,216;Carrier5;FR-DE;39,54053333;Standard;2320;Customer1;no;Origin_south;Dest_north;0;21;9;25;4;15pm;NL;1189,930106
2498;248,82;Carrier6;DE-DE;8,294;Mega;6960;Customer4;yes;Origin_east;Dest_south;1;31;2;37;3;16pm;TR;640,2294047
2499;573,814;Carrier7;FR-DE;19,12713333;Standard;880;Customer1;no;Origin_west;Dest_north;1;18;0;39;1;15pm;GB;840,4750623
2500;3051,655;Carrier1;TR-DE;101,7218333;Standard;5840;Customer1;no;Origin_north;Dest_south;0;34;13;16;2;16pm;DE;2244,382956
2501;502,21;Carrier2;DE-CZ;16,74033333;Standard;1360;Customer1;no;Origin_south;Dest_north;1;10;2;2;2;14pm;FR;772,2263307
2502;768,559;Carrier3;NL-DE;25,61863333;Standard;6160;Customer1;no;Origin_west;Dest_south;1;39;4;12;4;16pm;PL;970,036334
2503;1130,847;Carrier4;DE-HU;37,6949;Mega;6160;Customer2;no;Origin_east;Dest_east;0;11;2;13;2;16pm;HU;1188,169235
2504;1191,877;Carrier5;GB-DE;39,72923333;Standard;3200;Customer1;no;Origin_east;Dest_west;0;28;1;21;3;14pm;NL;1190,394023
2505;871,872;Carrier6;CZ-DE;29,0624;Mega;4400;Customer4;no;Origin_north;Dest_south;1;40;7;10;4;16pm;TR;963,7986946
2506;366,687;Carrier7;PL-DE;12,2229;Mega;7680;Customer2;no;Origin_east;Dest_south;0;11;2;3;3;16pm;GB;781,5927472
2507;3532,3457;Carrier1;TR-DE;117,7448567;Standard;4560;Customer1;no;Origin_east;Dest_north;0;23;2;13;-1;14pm;DE;2508,979041
2508;546,77;Carrier2;DE-FR;18,22566667;Standard;480;Customer1;no;Origin_west;Dest_east;0;15;14;7;4;14pm;FR;813,5551886
2509;927,819;Carrier3;FR-DE;30,9273;Standard;7360;Customer1;no;Origin_east;Dest_west;1;14;5;4;2;16pm;PL;1068,835638
2510;356,347;Carrier4;FR-DE;11,87823333;Standard;960;Customer1;no;Origin_west;Dest_south;1;13;3;39;2;16pm;HU;704,1629865
2511;405,463;Carrier5;DE-DE;13,51543333;Mega;5520;Customer2;yes;Origin_north;Dest_north;1;22;1;37;4;16pm;NL;797,6187748
2512;512,402;Carrier6;DE-FR;17,08006667;Standard;3440;Customer1;no;Origin_west;Dest_north;0;38;0;18;1;16pm;TR;832,0303628
2513;1271,593;Carrier7;PL-DE;42,38643333;Standard;6800;Customer1;no;Origin_east;Dest_west;0;33;9;11;1;16pm;GB;1260,523883
2514;440,58;Carrier1;DE-DE;14,686;Standard;1680;Customer1;yes;Origin_south;Dest_south;1;21;9;2;2;14pm;DE;743,8092944
2515;366,534;Carrier2;DE-DE;12,2178;Standard;880;Customer1;yes;Origin_east;Dest_south;0;30;13;10;0;14pm;FR;700,5941748
2516;499,911;Carrier3;DE-DE;16,6637;Standard;2880;Customer5;yes;Origin_east;Dest_north;0;13;12;28;1;16pm;PL;767,1008792
2517;536,873;Carrier4;FR-DE;17,89576667;Mega;7600;Customer4;no;Origin_north;Dest_south;0;39;12;7;1;15pm;HU;799,6693467
2518;715,591;Carrier5;CZ-DE;23,85303333;Mega;5600;Customer4;no;Origin_south;Dest_west;1;25;9;31;1;15pm;NL;878,7701406
2519;828,524;Carrier6;PL-DE;27,61746667;Standard;6320;Customer1;no;Origin_north;Dest_west;0;25;12;8;2;14pm;TR;1000,792822
2520;242,753;Carrier7;DE-DE;8,091766667;Mega;2080;Customer4;yes;Origin_west;Dest_south;1;37;6;20;1;14pm;GB;607,5835574
2521;304,933;Carrier1;CZ-DE;10,16443333;Standard;6240;Customer1;no;Origin_north;Dest_south;1;39;10;12;3;14pm;DE;684,8217002
2522;479,2;Carrier2;DE-DE;15,97333333;Mega;2000;Customer5;yes;Origin_east;Dest_east;0;22;11;5;2;16pm;FR;747,0187141
2523;582,054;Carrier3;DE-FR;19,4018;Standard;7040;Customer1;no;Origin_north;Dest_south;1;13;11;24;-1;15pm;PL;883,2082756
2524;348,32785;Carrier4;DE-CZ;11,61092833;Standard;4160;Customer1;no;Origin_south;Dest_west;0;29;0;39;0;15pm;HU;712,816001
2525;196,148;Carrier5;DE-DE;6,538266667;Standard;6320;Customer1;yes;Origin_north;Dest_north;1;23;0;5;2;15pm;NL;654,3185328
2526;747,824;Carrier6;NL-DE;24,92746667;Standard;6080;Customer1;no;Origin_north;Dest_east;1;20;7;28;2;15pm;TR;970,8757149
2527;443,933;Carrier7;CZ-DE;14,79776667;Mega;4160;Customer5;no;Origin_east;Dest_west;0;23;8;30;1;15pm;GB;750,691128
2528;588,0953;Carrier1;NL-DE;19,60317667;Standard;1280;Customer1;no;Origin_south;Dest_east;1;32;6;21;4;16pm;DE;824,9549681
2529;1277,346;Carrier2;GB-DE;42,5782;Standard;6720;Customer1;no;Origin_south;Dest_west;1;10;11;37;3;16pm;FR;1250,023962
2530;1338,902;Carrier3;GB-DE;44,63006667;Standard;7120;Customer1;no;Origin_west;Dest_east;0;34;11;5;1;16pm;PL;1292,204775
2531;742,802;Carrier4;DE-FR;24,76006667;Standard;1680;Customer1;no;Origin_west;Dest_south;1;16;9;15;4;15pm;HU;942,1126184
2532;746,686;Carrier5;NL-DE;24,88953333;Standard;7120;Customer1;no;Origin_east;Dest_east;1;14;8;12;4;15pm;NL;972,9615527
2533;268,946;Carrier6;CZ-DE;8,964866667;Mega;4560;Customer5;no;Origin_north;Dest_east;0;22;5;8;-1;14pm;TR;649,4803401
2534;945,172;Carrier7;PL-DE;31,50573333;Standard;4800;Customer1;no;Origin_north;Dest_north;0;31;0;5;-1;15pm;GB;1061,096585
2535;1474,602;Carrier1;DE-GB;49,1534;Standard;5200;Customer1;no;Origin_east;Dest_west;0;40;12;2;2;16pm;DE;1365,006341
2536;2316,495;Carrier2;TR-DE;77,2165;Standard;800;Customer1;no;Origin_south;Dest_south;1;23;9;8;4;16pm;FR;1795,947573
2537;747,661;Carrier3;DE-CZ;24,92203333;Standard;5360;Customer3;no;Origin_south;Dest_north;0;20;13;7;2;16pm;PL;998,8358241
2538;314,138;Carrier4;DE-DE;10,47126667;Mega;480;Customer5;yes;Origin_east;Dest_north;1;21;10;11;1;14pm;HU;651,5097746
2539;667,719;Carrier5;NL-DE;22,2573;Standard;7840;Customer1;no;Origin_south;Dest_west;0;25;8;23;0;16pm;NL;932,9999896
2540;1158,327;Carrier6;DE-FR;38,6109;Standard;2240;Customer1;no;Origin_east;Dest_east;1;10;0;39;3;16pm;TR;1191,170392
2541;1130,251;Carrier7;GB-DE;37,67503333;Standard;5200;Customer1;no;Origin_east;Dest_north;1;25;3;2;0;14pm;GB;1177,953291
2542;827,35315;Carrier1;DE-HU;27,57843833;Standard;1840;Customer1;no;Origin_east;Dest_east;0;35;2;29;-1;14pm;DE;942,8859948
2543;36,392;Carrier2;DE-DE;1,213066667;Mega;5360;Customer4;yes;Origin_west;Dest_east;0;37;8;3;0;15pm;FR;490,7954191
2544;947,85184;Carrier3;DE-PL;31,59506133;Standard;6480;Customer1;no;Origin_south;Dest_north;0;30;6;18;0;15pm;PL;1060,991557
2545;728,387;Carrier4;NL-DE;24,27956667;Standard;3360;Customer1;no;Origin_north;Dest_east;1;31;14;4;2;14pm;HU;932,2738476
2546;1271,566;Carrier5;DE-GB;42,38553333;Standard;6320;Customer1;no;Origin_west;Dest_north;1;40;4;7;2;14pm;NL;1274,828933
2547;219,575;Carrier6;DE-DE;7,319166667;Standard;7600;Customer1;yes;Origin_north;Dest_west;1;22;1;4;0;16pm;TR;680,863724
2548;814,999;Carrier7;NL-DE;27,16663333;Standard;2240;Customer1;no;Origin_south;Dest_east;0;21;10;35;2;14pm;GB;987,0535016
2549;580,774;Carrier1;DE-CZ;19,35913333;Standard;7120;Customer1;no;Origin_south;Dest_north;1;18;1;7;-1;14pm;DE;852,1640261
2550;285,983;Carrier2;DE-CZ;9,532766667;Mega;3120;Customer5;no;Origin_north;Dest_east;1;18;3;19;4;14pm;FR;636,0776241
2551;1489,246;Carrier3;DE-GB;49,64153333;Standard;2720;Customer1;no;Origin_north;Dest_south;1;35;5;38;2;16pm;PL;1365,075009
2552;672,919;Carrier4;DE-CZ;22,43063333;Standard;7840;Customer1;no;Origin_east;Dest_east;1;23;0;8;4;14pm;HU;922,753125
2553;142,023;Carrier5;DE-DE;4,7341;Standard;720;Customer1;yes;Origin_south;Dest_west;0;32;0;35;4;15pm;NL;585,0063832
2554;764,009;Carrier6;PL-DE;25,46696667;Mega;6320;Customer5;no;Origin_south;Dest_west;1;40;7;30;3;15pm;TR;938,7679724
2555;1004,335;Carrier7;DE-PL;33,47783333;Standard;720;Customer1;no;Origin_south;Dest_west;0;16;3;37;4;16pm;GB;1071,09843
2556;696,018;Carrier1;DE-FR;23,2006;Standard;3840;Customer1;no;Origin_north;Dest_north;0;14;12;21;1;15pm;DE;917,169354
2557;359,663;Carrier2;DE-PL;11,98876667;Standard;4480;Customer1;no;Origin_north;Dest_north;0;33;2;23;4;15pm;FR;708,2222376
2558;2236,886;Carrier3;TR-DE;74,56286667;Standard;6800;Customer1;no;Origin_west;Dest_east;1;39;7;32;0;14pm;PL;1796,353323
2559;915,326;Carrier4;FR-DE;30,51086667;Standard;1440;Customer1;no;Origin_west;Dest_east;0;33;14;7;4;15pm;HU;1025,388535
2560;1070,29741;Carrier5;PL-DE;35,67658033;Standard;3360;Customer1;no;Origin_south;Dest_west;1;36;12;12;-1;14pm;NL;1113,534269
2561;263,409;Carrier6;DE-DE;8,7803;Mega;2160;Customer2;yes;Origin_south;Dest_east;0;12;4;29;0;16pm;TR;698,1112356
2562;1169,227;Carrier7;DE-PL;38,97423333;Standard;5760;Customer1;no;Origin_north;Dest_east;0;14;13;2;-1;15pm;GB;1199,577397
2563;761,887;Carrier1;DE-FR;25,39623333;Standard;6720;Customer1;no;Origin_west;Dest_west;0;10;13;27;-1;14pm;DE;974,4639982
2564;326,975;Carrier2;DE-DE;10,89916667;Standard;4080;Customer1;yes;Origin_west;Dest_north;0;37;10;15;-1;14pm;FR;700,1102305
2565;2771,569;Carrier3;TR-DE;92,38563333;Standard;7680;Customer1;no;Origin_east;Dest_south;1;15;4;8;4;14pm;PL;2106,531797
2566;60,651;Carrier4;DE-DE;2,0217;Standard;3920;Customer1;yes;Origin_north;Dest_east;1;19;9;10;-1;16pm;HU;556,3427431
2567;460,154;Carrier5;DE-CZ;15,33846667;Mega;6320;Customer2;no;Origin_east;Dest_west;0;19;11;26;4;14pm;NL;825,4312767
2568;420,641;Carrier6;DE-CZ;14,02136667;Standard;4080;Customer1;no;Origin_south;Dest_north;1;10;3;2;2;14pm;TR;762,1774862
2569;800,257;Carrier7;DE-PL;26,67523333;Standard;800;Customer1;no;Origin_west;Dest_north;1;24;12;21;4;16pm;GB;955,5495202
2570;92,166;Carrier1;DE-DE;3,0722;Mega;5360;Customer5;yes;Origin_north;Dest_west;0;32;0;32;4;14pm;DE;545,5942325
2571;613,829;Carrier2;DE-CZ;20,46096667;Standard;7840;Customer1;no;Origin_south;Dest_east;0;14;14;37;2;16pm;FR;880,3397218
2572;1258,831;Carrier3;DE-PL;41,96103333;Standard;400;Customer1;no;Origin_south;Dest_east;0;27;2;15;2;14pm;PL;1196,008002
2573;1060,716;Carrier4;DE-HU;35,3572;Standard;2560;Customer1;no;Origin_west;Dest_south;0;27;1;22;4;16pm;HU;1093,790111
2574;766,091;Carrier5;NL-DE;25,53636667;Standard;1200;Customer1;no;Origin_north;Dest_north;1;12;14;32;-1;15pm;NL;943,2612371
2575;539,608;Carrier6;DE-DE;17,98693333;Standard;400;Customer1;yes;Origin_west;Dest_south;1;14;11;40;4;15pm;TR;813,3418581
2576;311,069;Carrier7;DE-FR;10,36896667;Standard;6400;Customer1;no;Origin_east;Dest_west;0;22;9;6;4;14pm;GB;742,2510937
2577;812,437;Carrier1;DE-PL;27,08123333;Standard;4560;Customer1;no;Origin_east;Dest_north;0;32;3;3;1;14pm;DE;961,9120531
2578;1046,473;Carrier2;DE-PL;34,88243333;Standard;7840;Customer1;no;Origin_east;Dest_south;1;14;6;25;2;15pm;FR;1122,027803
2579;268,825;Carrier3;FR-DE;8,960833333;Standard;5680;Customer1;no;Origin_south;Dest_south;0;11;14;33;2;14pm;PL;682,4201301
2580;237,155;Carrier4;DE-DE;7,905166667;Standard;1920;Customer1;yes;Origin_east;Dest_south;0;13;2;32;1;15pm;HU;642,9549338
2581;1244,73;Carrier5;GB-DE;41,491;Standard;6800;Customer1;no;Origin_east;Dest_north;1;30;4;28;0;16pm;NL;1245,234489
2582;714,045;Carrier6;NL-DE;23,8015;Standard;4480;Customer1;no;Origin_west;Dest_west;1;35;6;13;1;15pm;TR;940,6502676
2583;1239,462;Carrier7;PL-DE;41,3154;Standard;2160;Customer1;no;Origin_south;Dest_west;1;36;13;8;4;16pm;GB;1210,316691
2584;1188,613;Carrier1;DE-PL;39,62043333;Standard;4400;Customer1;no;Origin_south;Dest_east;0;15;3;29;-1;14pm;DE;1174,766955
2585;271,601;Carrier2;DE-DE;9,053366667;Standard;7200;Customer1;yes;Origin_east;Dest_east;0;27;8;10;3;16pm;FR;690,0939782
2586;1089,035;Carrier3;FR-DE;36,30116667;Standard;720;Customer1;no;Origin_south;Dest_west;1;27;9;26;2;16pm;PL;1114,842602
2587;509,836;Carrier4;DE-FR;16,99453333;Standard;5680;Customer1;no;Origin_south;Dest_north;1;19;5;31;4;14pm;HU;837,14411
2588;249,114;Carrier5;NL-DE;8,3038;Mega;6320;Customer4;no;Origin_north;Dest_east;0;24;3;31;-1;14pm;NL;631,6211036
2589;493,23;Carrier6;CZ-DE;16,441;Standard;2400;Customer1;no;Origin_east;Dest_south;0;19;10;30;4;14pm;TR;787,5094099
2590;3487,11935;Carrier7;TR-DE;116,2373117;Standard;2960;Customer1;no;Origin_east;Dest_north;1;20;0;13;3;14pm;GB;2498,6887
2591;343,129;Carrier1;DE-DE;11,43763333;Mega;6560;Customer4;yes;Origin_west;Dest_north;1;23;7;12;3;15pm;DE;669,0921525
2592;1348,569;Carrier2;DE-GB;44,9523;Standard;5200;Customer1;no;Origin_south;Dest_east;1;29;2;10;0;14pm;FR;1297,687135
2593;722,718;Carrier3;DE-FR;24,0906;Standard;3200;Customer1;no;Origin_east;Dest_south;1;24;11;21;0;15pm;PL;936,7948701
2594;492,377;Carrier4;DE-PL;16,41256667;Mega;1360;Customer5;no;Origin_west;Dest_east;1;28;14;39;0;15pm;HU;745,7381175
2595;624,436;Carrier5;PL-DE;20,81453333;Standard;5760;Customer1;no;Origin_east;Dest_west;1;31;0;13;1;16pm;NL;876,4561204
2596;373,234;Carrier6;DE-CZ;12,44113333;Mega;6640;Customer2;no;Origin_south;Dest_north;1;31;8;9;4;14pm;TR;782,5725132
2597;429,404;Carrier7;DE-CZ;14,31346667;Standard;5760;Customer1;no;Origin_west;Dest_west;1;31;4;34;-1;15pm;GB;783,1701382
2598;957,143;Carrier1;PL-DE;31,90476667;Standard;4560;Customer1;no;Origin_north;Dest_east;1;17;10;19;1;15pm;DE;1039,813906
2599;595,612;Carrier2;NL-DE;19,85373333;Standard;4720;Customer1;no;Origin_north;Dest_west;1;16;5;21;4;16pm;FR;857,3156102
2600;2849,999;Carrier3;TR-DE;94,99996667;Standard;4880;Customer1;no;Origin_west;Dest_west;1;39;14;15;3;16pm;PL;2131,870947
2601;3163,893;Carrier4;TR-DE;105,4631;Standard;6640;Customer1;no;Origin_east;Dest_south;1;13;9;25;1;14pm;HU;2326,920296
2602;1128,289;Carrier5;GB-DE;37,60963333;Standard;7600;Customer1;no;Origin_west;Dest_west;1;18;4;40;3;14pm;NL;1184,542137
2603;1202,154;Carrier6;PL-DE;40,0718;Standard;5440;Customer1;no;Origin_south;Dest_south;1;18;8;35;-1;15pm;TR;1207,255386
2604;1410,836;Carrier7;GB-DE;47,02786667;Standard;3040;Customer1;no;Origin_north;Dest_east;1;21;8;6;4;15pm;GB;1322,671901
2605;826,26;Carrier1;DE-HU;27,542;Standard;7120;Customer1;no;Origin_west;Dest_north;0;36;6;29;3;14pm;DE;978,5657123
2606;953,3;Carrier2;DE-HU;31,77666667;Standard;2000;Customer1;no;Origin_east;Dest_south;1;27;1;40;3;14pm;FR;1020,042339
2607;1261,376;Carrier3;DE-FR;42,04586667;Standard;6720;Customer1;no;Origin_north;Dest_south;0;20;7;17;2;16pm;PL;1267,381019
2608;1299,011;Carrier4;GB-DE;43,30036667;Standard;4160;Customer1;no;Origin_north;Dest_north;0;10;12;20;3;16pm;HU;1253,558013
2609;1104,766;Carrier5;DE-HU;36,82553333;Standard;6720;Customer1;no;Origin_west;Dest_south;0;10;14;38;0;14pm;NL;1151,87004
2610;328,34204;Carrier6;FR-DE;10,94473467;Standard;960;Customer1;no;Origin_west;Dest_north;0;17;5;18;1;14pm;TR;697,0361455
2611;1398,027;Carrier7;FR-DE;46,6009;Standard;1760;Customer1;no;Origin_west;Dest_south;1;27;3;31;2;14pm;GB;1315,363236
2612;675,341;Carrier1;DE-FR;22,51136667;Standard;1280;Customer1;no;Origin_east;Dest_east;0;20;12;3;4;14pm;DE;887,7955919
